,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z
1379,22.983333,0.008913,0.10207,-0.00409,0.994729,0.766968,0.135307,-0.248277,-0.003648,0.114514,0.010957,0.993354,0.145785,-0.0199,0.137447,-0.001422,0.152295,0.00192,0.988332,0.521324,0.011441,-0.339501,,,,,,,,,,,,,,,-0.0079,0.95762,-0.0041,0.287896,-0.532685,-0.015757,-0.151016,0.568739,0.41159,-0.063178,0.709322,0.253949,0.844906,-0.113461,0.615896,0.095228,-0.211792,0.752827,0.046128,0.999319,-0.46973,-0.064243,0.143634,0.008467,0.987507,-0.241618,0.496989,-0.281514,-0.100067,0.094774,-0.086477,0.986674,0.241062,0.353721,-0.253593,0.193932,-0.431776,0.013464,0.880783,-0.167936,0.084776,-0.52062,,,,,,,
1380,23,0.008156,0.102912,-0.004387,0.994647,0.766985,0.135136,-0.248062,-0.003035,0.116343,0.001677,0.993203,0.145891,-0.020167,0.137403,-0.001351,0.152367,0.001801,0.988321,0.521306,0.011417,-0.339517,,,,,,,,-0.045646,-0.176235,0.337933,0.923395,-0.042373,-0.031868,-0.24657,-0.007889,0.957627,-0.004189,0.287875,-0.53268,-0.015752,-0.151012,0.566943,0.411016,-0.066901,0.71075,0.257141,0.858028,-0.116072,0.607338,0.100123,-0.209105,0.759862,0.046944,1.005413,-0.474592,-0.071929,0.169453,0.01012,0.982858,-0.228911,0.503409,-0.277202,-0.107824,0.103136,-0.08703,0.984968,0.250895,0.368649,-0.267868,0.186768,-0.430927,0.005907,0.882828,-0.1673,0.085283,-0.520612,0.040122,0.034729,-0.040499,0.997769,0.1759,0.140053,-0.510506
1381,23.016667,0.009179,0.101888,-0.004547,0.994743,0.766982,0.135401,-0.248373,-0.002279,0.117884,-0.003262,0.993019,0.145966,-0.02007,0.137451,-0.000788,0.151915,0.001662,0.988392,0.521399,0.011488,-0.339475,,,,,,,,-0.044749,-0.176401,0.327711,0.927085,-0.042122,-0.032137,-0.246619,-0.007913,0.957628,-0.00416,0.28787,-0.532677,-0.015757,-0.151017,0.566374,0.410308,-0.066949,0.711607,0.261111,0.870769,-0.118577,0.597051,0.10573,-0.205805,0.768112,0.04776,1.01104,-0.479343,-0.078451,0.196208,0.017266,0.977266,-0.216521,0.510063,-0.273408,-0.103742,0.112327,-0.085676,0.98452,0.261159,0.383299,-0.282783,0.179242,-0.432717,0.015527,0.883395,-0.166029,0.084959,-0.52068,0.092968,0.032615,-0.066185,0.992931,0.177004,0.147583,-0.534479
1382,23.033333,0.007043,0.103309,-0.004639,0.994614,0.766988,0.135012,-0.247839,-0.001629,0.118945,0.002007,0.992898,0.145629,-0.020122,0.137563,-0.00125,0.152429,0.00173,0.988312,0.521306,0.011425,-0.3395,-0.080737,-0.098571,0.94869,0.2894,0.382618,0.004348,-0.353861,-0.043824,-0.1763,0.316723,0.930959,-0.042387,-0.032474,-0.246631,-0.007933,0.957639,-0.004203,0.287833,-0.532685,-0.015758,-0.151016,0.5628,0.415636,-0.069677,0.711089,0.265127,0.883973,-0.121131,0.587652,0.110683,-0.20192,0.775656,0.048883,1.016072,-0.483928,-0.088058,0.218746,0.019049,0.971614,-0.203916,0.516728,-0.26934,-0.108775,0.120121,-0.085663,0.983057,0.271745,0.398116,-0.297723,0.180246,-0.433961,0.009087,0.88267,-0.164997,0.085847,-0.520552,0.123043,0.02336,-0.049703,0.990881,0.182673,0.154575,-0.558597
1383,23.05,0.008102,0.102838,-0.003928,0.994657,0.76715,0.135078,-0.248038,-0.001276,0.120302,0.006035,0.992718,0.145241,-0.020219,0.137704,-0.001105,0.151958,0.000693,0.988386,0.521455,0.01132,-0.339494,-0.079349,-0.099466,0.949851,0.285645,0.382406,0.00437,-0.353865,,,,,,,,-0.007922,0.957628,-0.003841,0.287875,-0.532679,-0.015751,-0.151013,0.552337,0.423931,-0.047994,0.716173,0.272104,0.897097,-0.124252,0.578654,0.115699,-0.197271,0.782853,0.050351,1.020542,-0.488356,-0.10105,0.246142,0.021618,0.96371,-0.190969,0.523488,-0.264963,-0.109154,0.12848,-0.081312,0.982327,0.283416,0.412333,-0.312782,0.178633,-0.437704,0.0059,0.881176,-0.164396,0.086276,-0.520569,0.149673,0.014123,-0.041879,0.987747,0.188857,0.163526,-0.58125
1384,23.066667,0.0091,0.101941,-0.004576,0.994738,0.76699,0.135394,-0.248354,-0.000506,0.12147,0.009444,0.99255,0.144973,-0.020218,0.137771,-0.001424,0.152214,0.000917,0.988346,0.521422,0.011506,-0.339761,-0.079402,-0.099508,0.949849,0.285621,0.382407,0.004375,-0.353861,-0.044233,-0.176227,0.321862,0.929189,-0.04242,-0.032167,-0.246478,-0.008011,0.957563,-0.003486,0.288093,-0.532678,-0.01576,-0.151016,0.545797,0.427842,-0.059492,0.717995,0.276869,0.90839,-0.127752,0.568834,0.120675,-0.192594,0.790426,0.05209,1.024612,-0.492574,-0.111689,0.259731,0.025444,0.958863,-0.178592,0.529282,-0.262129,-0.112542,0.137447,-0.081673,0.9807,0.295196,0.426413,-0.327664,0.178002,-0.433878,-0.001118,0.883212,-0.16406,0.086681,-0.5204,0.203719,0.024916,-0.068687,0.976299,0.195043,0.17334,-0.603249
1385,23.083333,0.006828,0.103417,-0.004706,0.994604,0.766987,0.134991,-0.247814,-0.000028,0.122528,0.011621,0.992397,0.14479,-0.020242,0.137823,-0.001427,0.152159,0.000839,0.988355,0.521382,0.011499,-0.339738,-0.079376,-0.099549,0.949852,0.285606,0.382404,0.004384,-0.353862,-0.043296,-0.176329,0.312835,0.932292,-0.042399,-0.032608,-0.246749,-0.007925,0.957618,-0.004182,0.287902,-0.532687,-0.015763,-0.151023,0.54854,0.423927,-0.050734,0.718899,0.281643,0.920223,-0.128875,0.560631,0.122955,-0.186794,0.797298,0.054585,1.027961,-0.496549,-0.119515,0.273836,0.026223,0.953961,-0.166338,0.534722,-0.259333,-0.109058,0.15035,-0.073221,0.979867,0.308025,0.438671,-0.34257,0.176407,-0.439725,-0.001739,0.880636,-0.163207,0.086852,-0.520104,,,,,,,
1386,23.1,0.008353,0.102455,-0.003817,0.994695,0.767144,0.135115,-0.2481,0.000595,0.123272,0.012895,0.992289,0.14472,-0.020226,0.137865,0.000177,0.153569,0.002104,0.988136,0.521146,0.011673,-0.33952,-0.079369,-0.099488,0.94986,0.285603,0.382404,0.004374,-0.353869,-0.043102,-0.176297,0.310972,0.93293,-0.042456,-0.032644,-0.246733,-0.007947,0.957634,-0.004052,0.287849,-0.53268,-0.01576,-0.151022,0.547077,0.422542,-0.049333,0.720924,0.286502,0.930373,-0.130907,0.551901,0.128228,-0.181306,0.803798,0.057441,1.031096,-0.50044,-0.12831,0.287938,0.028723,0.94858,-0.153976,0.539522,-0.256714,-0.107703,0.162063,-0.062292,0.978905,0.321461,0.450259,-0.357225,0.176809,-0.435193,-0.006885,0.882779,-0.162732,0.087267,-0.51985,0.261627,0.036596,-0.028578,0.964051,0.222214,0.186377,-0.642402
1387,23.116667,0.007995,0.103355,-0.005471,0.994597,0.766942,0.135104,-0.248024,0.000862,0.124275,0.01322,0.992159,0.144671,-0.02023,0.137911,-0.000445,0.152768,0.001004,0.988262,0.521234,0.011586,-0.339584,-0.079406,-0.09951,0.949864,0.285572,0.382406,0.004376,-0.35387,-0.043469,-0.176346,0.31444,0.93174,-0.042377,-0.032527,-0.246704,-0.007897,0.957641,-0.003769,0.287833,-0.532682,-0.015758,-0.151016,0.555149,0.409119,-0.074685,0.720315,0.288824,0.93804,-0.13202,0.54358,0.133381,-0.175609,0.809872,0.060286,1.033705,-0.504302,-0.137399,0.299786,0.03157,0.943532,-0.141419,0.543441,-0.254277,-0.102413,0.175865,-0.065066,0.976908,0.334423,0.460555,-0.371413,0.178237,-0.436902,-0.011018,0.881605,-0.161624,0.087706,-0.51925,0.256152,0.02302,0.005091,0.966349,0.237273,0.192574,-0.659559
1388,23.133333,0.007418,0.103165,-0.004538,0.994626,0.766978,0.13504,-0.247896,0.001012,0.125191,0.012601,0.992052,0.14469,-0.020244,0.137944,0.000382,0.153433,0.002296,0.988156,0.521117,0.011692,-0.339515,-0.079454,-0.099534,0.949856,0.285575,0.382404,0.004374,-0.353869,-0.043202,-0.176297,0.31136,0.932796,-0.042438,-0.032642,-0.246742,-0.007879,0.957656,-0.003693,0.287782,-0.532678,-0.015775,-0.151015,0.55724,0.403998,-0.073777,0.721683,0.293638,0.945112,-0.133927,0.532253,0.136129,-0.16953,0.818191,0.063402,1.035914,-0.508375,-0.145332,0.3098,0.036869,0.938905,-0.128881,0.546293,-0.252128,-0.09184,0.192906,-0.046014,0.975826,0.348885,0.469383,-0.385783,0.176559,-0.435286,-0.017548,0.882635,-0.16056,0.087877,-0.51849,,,,,,,
1389,23.15,0.007994,0.103383,-0.005582,0.994594,0.766949,0.13512,-0.248019,0.001074,0.125897,0.011166,0.99198,0.144771,-0.020215,0.137943,-0.000297,0.153032,0.000908,0.988221,0.521137,0.011588,-0.339534,-0.079392,-0.099538,0.949869,0.285547,0.382401,0.004377,-0.35387,-0.043171,-0.176283,0.311226,0.932845,-0.04245,-0.032656,-0.246731,-0.007917,0.95764,-0.00412,0.287831,-0.532688,-0.015761,-0.151016,0.559324,0.395564,-0.079307,0.724152,0.298354,0.950136,-0.136074,0.532387,0.143553,-0.164729,0.817815,0.067082,1.037292,-0.512017,-0.147761,0.315071,0.039923,0.936645,-0.116188,0.547459,-0.250245,-0.090783,0.201777,-0.026889,0.974844,0.3632,0.476273,-0.399003,0.175743,-0.432207,-0.024883,0.884134,-0.158892,0.088296,-0.517746,0.293912,0.055722,0.017796,0.954041,0.27621,0.199133,-0.68494
1390,23.166667,0.009763,0.100804,-0.004448,0.994848,0.767033,0.135599,-0.2486,0.001067,0.126686,0.009244,0.991899,0.144859,-0.020176,0.137943,-0.000361,0.153581,0.00155,0.988135,0.5212,0.011596,-0.339531,-0.079353,-0.099508,0.949849,0.285635,0.382401,0.004378,-0.353869,-0.043167,-0.176194,0.311122,0.932896,-0.042462,-0.032672,-0.24674,-0.007828,0.957652,-0.004002,0.287795,-0.532686,-0.015758,-0.151018,0.568801,0.39449,-0.088654,0.716229,0.304822,0.954003,-0.139571,0.509047,0.152957,-0.156522,0.832452,0.070991,1.03803,-0.515414,-0.155362,0.31935,0.044826,0.933739,-0.103618,0.547852,-0.248605,-0.081686,0.212631,-0.02855,0.973294,0.377709,0.481262,-0.411006,0.170447,-0.430579,-0.028779,0.885845,-0.156796,0.088403,-0.517157,0.286158,0.067868,0.041317,0.954883,0.298345,0.199813,-0.694465
1391,23.183333,0.008355,0.102708,-0.004334,0.994667,0.766979,0.13518,-0.248116,0.000953,0.12747,0.006561,0.99182,0.144951,-0.020137,0.137936,0.000552,0.151592,-0.00014,0.988443,0.521329,0.011525,-0.339217,-0.07939,-0.099503,0.949859,0.285596,0.382402,0.00438,-0.353863,-0.043159,-0.176313,0.311029,0.932905,-0.042459,-0.032666,-0.246734,-0.00791,0.957628,-0.004021,0.287871,-0.532685,-0.015761,-0.151017,0.564065,0.391558,-0.079332,0.722647,0.309665,0.957711,-0.140532,0.503274,0.161372,-0.152492,0.835117,0.075345,1.038285,-0.518626,-0.158086,0.322185,0.049825,0.932053,-0.090701,0.546633,-0.247197,-0.064919,0.255165,-0.033694,0.964127,0.392803,0.484566,-0.422755,0.16952,-0.429087,-0.038381,0.886383,-0.154871,0.089264,-0.516588,0.275454,0.075766,0.060808,0.956393,0.321906,0.198174,-0.701918
1392,23.2,0.009097,0.10185,-0.004377,0.994749,0.766977,0.13539,-0.248355,0.000803,0.127998,0.003704,0.991767,0.145126,-0.020115,0.137915,0.000684,0.151749,0.000521,0.988419,0.52131,0.011577,-0.339221,-0.079388,-0.099489,0.949862,0.28559,0.382398,0.004382,-0.353867,-0.043154,-0.176328,0.311351,0.932795,-0.042426,-0.032639,-0.24674,-0.00797,0.957601,-0.003783,0.287963,-0.532685,-0.015756,-0.151022,0.570649,0.386521,-0.083459,0.719719,0.318056,0.959347,-0.144204,0.498856,0.168126,-0.148888,0.837084,0.080439,1.037735,-0.521435,-0.16081,0.323496,0.052055,0.931011,-0.077278,0.543903,-0.24599,-0.053468,0.260641,-0.004773,0.963942,0.409342,0.485484,-0.434387,0.165138,-0.42857,-0.044753,0.887161,-0.152874,0.089829,-0.515897,0.264987,0.086572,0.081825,0.956866,0.346534,0.19478,-0.707681
1393,23.216667,0.009152,0.10172,-0.004231,0.994762,0.766973,0.135392,-0.248352,0.00048,0.128385,0.000601,0.991724,0.145336,-0.020114,0.137872,0.000631,0.151701,0.000527,0.988426,0.52135,0.011592,-0.339234,-0.079395,-0.099566,0.94985,0.285601,0.382403,0.004382,-0.353871,-0.043315,-0.17642,0.313688,0.931987,-0.042355,-0.032557,-0.246702,-0.007935,0.957628,-0.003917,0.287872,-0.532685,-0.015758,-0.151014,0.567877,0.383627,-0.088756,0.72282,0.324745,0.95971,-0.146046,0.4958,0.175126,-0.146435,0.837896,0.086362,1.036281,-0.52412,-0.163285,0.32781,0.055818,0.92885,-0.063356,0.539771,-0.244744,-0.046404,0.312828,-0.021139,0.94844,0.423782,0.484918,-0.444541,0.163372,-0.425845,-0.053496,0.888315,-0.151044,0.09035,-0.515208,0.239654,0.097384,0.103683,0.960381,0.371774,0.190531,-0.710921
1394,23.233333,0.008249,0.102799,-0.004296,0.994659,0.766994,0.135147,-0.248082,0.000152,0.129004,-0.002419,0.991641,0.14548,-0.020116,0.137836,0.000642,0.15176,0.000552,0.988417,0.521326,0.011587,-0.339235,-0.079406,-0.099507,0.949858,0.285593,0.382405,0.004378,-0.353873,-0.043057,-0.176329,0.309888,0.933286,-0.042496,-0.032678,-0.246739,-0.007891,0.957635,-0.004015,0.287847,-0.532688,-0.015758,-0.151019,0.562052,0.383222,-0.079184,0.728675,0.330679,0.959885,-0.146962,0.49481,0.180196,-0.144207,0.837793,0.093235,1.033884,-0.526583,-0.163092,0.331054,0.055968,0.927724,-0.048876,0.534164,-0.243595,-0.032752,0.330227,-0.007543,0.943303,0.439024,0.483192,-0.454351,0.164334,-0.423494,-0.064614,0.888523,-0.148973,0.090951,-0.514541,0.215412,0.107874,0.12801,0.962068,0.397387,0.186048,-0.713149
1395,23.25,0.009064,0.101671,-0.003745,0.99477,0.766941,0.135316,-0.248352,-0.000198,0.12929,-0.001796,0.991605,0.145434,-0.020129,0.13783,0.000616,0.151748,0.000593,0.988419,0.521328,0.011589,-0.339233,-0.079377,-0.099468,0.949856,0.285621,0.382404,0.004372,-0.35387,-0.043934,-0.177038,0.311398,0.932609,-0.042071,-0.032879,-0.246791,-0.007898,0.957631,-0.00405,0.287861,-0.532684,-0.015765,-0.151017,0.563333,0.380929,-0.084951,0.728239,0.339414,0.957732,-0.149595,0.49495,0.185718,-0.142928,0.836723,0.101126,1.0304,-0.529011,-0.165744,0.335408,0.061275,0.925352,-0.034324,0.526903,-0.242909,-0.025385,0.345365,-0.000404,0.938125,0.453397,0.479769,-0.463044,0.160691,-0.422317,-0.069299,0.889395,-0.146685,0.092161,-0.51342,0.170535,0.123521,0.143523,0.966986,0.422368,0.182167,-0.712453
1396,23.266667,0.006251,0.103648,-0.004709,0.994583,0.767005,0.13496,-0.247732,-0.000594,0.129735,-0.000684,0.991548,0.145305,-0.02017,0.137828,0.000603,0.151723,0.00065,0.988423,0.521329,0.011588,-0.339239,-0.07938,-0.099439,0.949855,0.285631,0.3824,0.004374,-0.353869,-0.043923,-0.177008,0.310846,0.932799,-0.042079,-0.032884,-0.246874,-0.007925,0.957628,-0.003757,0.287874,-0.532683,-0.015757,-0.151011,0.561094,0.374503,-0.075601,0.734306,0.347562,0.954603,-0.151241,0.493341,0.189826,-0.140915,0.837093,0.109794,1.025745,-0.531571,-0.174691,0.341507,0.078274,0.920179,-0.020232,0.519103,-0.242835,0.002023,0.407287,-0.005983,0.913279,0.466498,0.475631,-0.470431,0.158168,-0.418704,-0.082851,0.890396,-0.144448,0.092944,-0.51258,0.15295,0.149268,0.154952,0.964529,0.447168,0.177509,-0.711168
1397,23.283333,0.007855,0.103043,-0.004426,0.994636,0.766993,0.135097,-0.247994,-0.00076,0.130017,-0.000162,0.991512,0.145266,-0.020172,0.13783,0.000562,0.151792,0.000608,0.988412,0.521329,0.011587,-0.339241,-0.079421,-0.099477,0.949862,0.285584,0.382407,0.004376,-0.353856,-0.043971,-0.177003,0.311762,0.932492,-0.042062,-0.032897,-0.246749,-0.007945,0.957606,-0.003908,0.287946,-0.532685,-0.015764,-0.151017,,,,,,,,0.494124,0.19428,-0.140032,0.835756,0.119312,1.019958,-0.534343,-0.163064,0.340835,0.06628,0.923498,-0.00316,0.507734,-0.241751,-0.013494,0.38927,-0.002058,0.921023,0.48074,0.468365,-0.478211,0.152907,-0.416246,-0.093393,0.891424,-0.141306,0.093447,-0.511598,0.129444,0.138548,0.163343,0.968177,0.471014,0.172003,-0.708564
1398,23.3,0.008329,0.102667,-0.004234,0.994672,0.766989,0.135177,-0.248104,-0.00078,0.13013,-0.000258,0.991497,0.145306,-0.020164,0.13782,0.000633,0.151762,0.000579,0.988417,0.521311,0.011583,-0.339243,-0.079397,-0.099473,0.949854,0.28562,0.382404,0.004371,-0.353863,-0.042259,-0.17758,0.300315,0.936211,-0.041722,-0.032842,-0.246818,-0.007904,0.957627,-0.004113,0.287875,-0.532689,-0.015754,-0.151013,0.557767,0.369527,-0.076706,0.739231,0.36761,0.943589,-0.156934,0.495894,0.196808,-0.138757,0.834328,0.12962,1.013214,-0.537223,-0.159884,0.340819,0.069993,0.923786,0.013162,0.496174,-0.241443,-0.007775,0.378902,0.025791,0.925045,0.495886,0.459472,-0.484792,0.147023,-0.415042,-0.106073,0.891556,-0.137985,0.094032,-0.510927,0.111613,0.126268,0.179465,0.969222,0.494209,0.16656,-0.705004
1399,23.316667,0.008198,0.1034,-0.005876,0.994589,0.76696,0.135139,-0.248067,-0.000679,0.130362,-0.001012,0.991466,0.145326,-0.020166,0.137789,0.000664,0.151761,0.000564,0.988417,0.521303,0.011577,-0.339227,-0.079403,-0.099451,0.949871,0.28557,0.382412,0.004367,-0.353861,-0.04403,-0.176324,0.31301,0.932199,-0.042384,-0.032408,-0.246544,-0.007933,0.95762,-0.003953,0.287899,-0.53268,-0.015758,-0.151007,0.554735,0.366566,-0.081145,0.742505,0.376791,0.935676,-0.159272,0.499501,0.19953,-0.139069,0.831473,0.140535,1.005477,-0.540263,-0.156737,0.338723,0.073239,0.924844,0.02982,0.482814,-0.241698,-0.003153,0.376583,0.036733,0.925649,0.509031,0.449382,-0.490092,0.141767,-0.415103,-0.119043,0.890742,-0.134922,0.094707,-0.51025,0.096685,0.106809,0.18887,0.971376,0.514643,0.160025,-0.700951
1400,23.333333,0.007385,0.103261,-0.004427,0.994617,0.766928,0.13505,-0.247887,-0.000577,0.130534,-0.001992,0.991442,0.145385,-0.020146,0.137785,0.000829,0.151743,0.000296,0.98842,0.521347,0.01155,-0.339229,-0.079361,-0.099459,0.949857,0.285626,0.382403,0.004373,-0.353865,-0.043648,-0.175968,0.312691,0.932392,-0.042486,-0.032393,-0.246488,-0.007898,0.957626,-0.003972,0.28788,-0.532686,-0.015751,-0.151012,0.550828,0.363752,-0.08055,0.74685,0.38712,0.926163,-0.162088,0.503581,0.200385,-0.139318,0.82876,0.152017,0.996678,-0.543327,-0.154507,0.336977,0.078734,0.925406,0.047055,0.468426,-0.242089,0.004383,0.374245,0.041792,0.926377,0.522304,0.437318,-0.494129,0.133494,-0.409361,-0.134022,0.892547,-0.131795,0.094848,-0.50956,0.088825,0.0838,0.189219,0.974312,0.531699,0.151791,-0.696961
1401,23.35,0.008729,0.101813,-0.003562,0.994759,0.767201,0.135163,-0.248176,-0.000623,0.130825,-0.002909,0.991401,0.145432,-0.020154,0.137818,0.000649,0.151738,0.00054,0.98842,0.521312,0.011582,-0.339224,-0.07941,-0.099485,0.94985,0.285627,0.382405,0.004368,-0.35386,-0.04373,-0.176022,0.312848,0.932325,-0.04238,-0.03239,-0.246477,-0.007857,0.957634,-0.003812,0.287855,-0.532683,-0.015754,-0.151009,0.5582,0.352782,-0.081453,0.746541,0.397553,0.915854,-0.165073,0.507501,0.200193,-0.140149,0.826271,0.163916,0.986661,-0.546588,-0.149808,0.336006,0.080247,0.926401,0.065235,0.452197,-0.242887,0.006814,0.346463,0.071586,0.935303,0.533815,0.424464,-0.497058,0.133875,-0.415426,-0.142844,0.88831,-0.129579,0.095934,-0.508858,0.094285,0.065749,0.18499,0.975995,0.54473,0.140798,-0.695375
1402,23.366667,0.007266,0.103155,-0.003699,0.994632,0.76692,0.135037,-0.247872,-0.000546,0.13085,-0.002337,0.991399,0.145394,-0.020149,0.137829,0.000972,0.151552,0.00028,0.988449,0.521392,0.011425,-0.339282,-0.079982,-0.100609,0.950258,0.283707,0.382584,0.004434,-0.35384,-0.043807,-0.176085,0.31297,0.932269,-0.04235,-0.032409,-0.246449,-0.0078,0.957668,-0.004094,0.28774,-0.532682,-0.015756,-0.151013,0.549054,0.355889,-0.080735,0.751908,0.408858,0.903743,-0.16829,0.502222,0.19718,-0.139788,0.830273,0.17625,0.975561,-0.550231,-0.147131,0.337924,0.086489,0.92557,0.083837,0.435419,-0.243838,0.015919,0.38151,0.043384,0.923209,0.546552,0.409521,-0.499549,0.125235,-0.415407,-0.157437,0.887111,-0.127996,0.096406,-0.508229,0.115104,0.0842,0.16053,0.976674,0.551254,0.128781,-0.704552
1403,23.383333,0.008583,0.10229,-0.004424,0.994708,0.767076,0.134709,-0.248487,-0.00047,0.130845,-0.001953,0.991401,0.14536,-0.020163,0.137837,-0.002398,0.152208,0.001158,0.988345,0.521352,0.011174,-0.339578,,,,,,,,-0.043693,-0.175995,0.312071,0.932593,-0.042459,-0.032381,-0.246506,-0.007845,0.95764,-0.004158,0.28783,-0.532688,-0.015756,-0.151012,0.546975,0.353441,-0.083478,0.754274,0.42,0.891345,-0.171786,0.511788,0.196756,-0.140434,0.824402,0.189146,0.963012,-0.554003,-0.140022,0.340441,0.088355,0.925574,0.10344,0.417155,-0.24493,0.021775,0.393156,0.039121,0.918381,0.557243,0.393976,-0.50071,0.11888,-0.412832,-0.175982,0.885702,-0.12614,0.096965,-0.508283,0.122519,0.076733,0.149156,0.978189,0.554134,0.116256,-0.716604
1404,23.4,0.009157,0.101816,-0.00438,0.994752,0.766984,0.1354,-0.248365,-0.000434,0.13076,-0.001873,0.991412,0.145373,-0.020146,0.137843,-0.002369,0.152331,0.001376,0.988326,0.521342,0.011245,-0.339577,,,,,,,,-0.044665,-0.175959,0.32471,0.928228,-0.042617,-0.031858,-0.246376,-0.007967,0.957618,-0.003898,0.287904,-0.53269,-0.015758,-0.151011,0.544469,0.351572,-0.085003,0.756786,0.431256,0.878206,-0.175389,0.520202,0.196067,-0.139094,0.819512,0.202424,0.94985,-0.558007,-0.140824,0.35014,0.09668,0.92099,0.123336,0.39933,-0.246226,0.019062,0.340715,0.070429,0.937331,0.566755,0.37795,-0.500358,0.117652,-0.415114,-0.179548,0.884082,-0.12326,0.097099,-0.508156,0.120958,0.121009,0.14309,0.974808,0.556713,0.104116,-0.719301
1405,23.416667,0.005215,0.105166,-0.001543,0.99444,0.76702,0.134935,-0.247455,-0.00042,0.130897,-0.002353,0.991393,0.145351,-0.020157,0.137839,-0.002385,0.152148,0.00129,0.988354,0.521337,0.011308,-0.33957,,,,,,,,-0.044772,-0.17594,0.323935,0.928497,-0.042431,-0.032028,-0.246326,-0.007917,0.957628,-0.004215,0.287867,-0.532685,-0.015752,-0.151011,0.538413,0.348677,-0.086255,0.762296,0.442325,0.864486,-0.179489,0.52836,0.194539,-0.138126,0.814808,0.215634,0.93654,-0.561985,-0.138768,0.352248,0.100456,0.920094,0.143807,0.380694,-0.247385,0.025258,0.365806,0.046225,0.929199,0.576348,0.360949,-0.499441,0.112691,-0.415272,-0.187001,0.883108,-0.120776,0.097619,-0.508069,0.125601,0.13181,0.105988,0.977557,0.562217,0.103051,-0.719465
1406,23.433333,0.006213,0.10439,-0.001634,0.994516,0.767133,0.134917,-0.24758,-0.00031,0.130757,-0.002569,0.991411,0.145393,-0.020157,0.137825,-0.002136,0.150981,0.003904,0.988527,0.521195,0.011562,-0.33934,,,,,,,,-0.044404,-0.176364,0.321751,0.929193,-0.042293,-0.032446,-0.246488,-0.007854,0.957637,-0.004,0.287844,-0.53268,-0.015749,-0.151004,0.542849,0.337916,-0.089553,0.763615,0.452328,0.85038,-0.184295,0.547096,0.190898,-0.139498,0.802985,0.228118,0.923881,-0.566165,-0.142425,0.358144,0.105375,0.916703,0.164384,0.362184,-0.248548,0.032935,0.368111,0.032455,0.928632,0.585152,0.343657,-0.497322,0.106527,-0.414984,-0.195874,0.882085,-0.117523,0.097871,-0.507852,0.137663,0.119007,0.101233,0.978079,0.563695,0.108218,-0.714129
1407,23.45,0.011651,0.102848,-0.006114,0.99461,0.76667,0.135586,-0.248774,-0.000379,0.130623,-0.002253,0.991429,0.145368,-0.02017,0.137856,-0.001989,0.151003,0.003852,0.988524,0.521189,0.011512,-0.339354,,,,,,,,-0.04584,-0.175848,0.327854,0.927086,-0.042241,-0.032138,-0.246502,-0.007817,0.95762,-0.003697,0.287906,-0.532687,-0.015748,-0.151011,0.536739,0.337984,-0.087042,0.768181,0.463235,0.835456,-0.188401,0.551668,0.189351,-0.140024,0.800126,0.239277,0.911391,-0.569709,-0.146049,0.36338,0.107139,0.913863,0.185181,0.343606,-0.249893,0.032428,0.337187,0.035147,0.940222,0.59308,0.326429,-0.493944,0.103802,-0.41605,-0.205372,0.879744,-0.114916,0.0986,-0.50745,,,,,,,
1408,23.466667,0.008367,0.103699,-0.004992,0.994561,0.767162,0.13499,-0.247981,-0.000456,0.130121,-0.001246,0.991497,0.145463,-0.020312,0.137788,-0.003742,0.149907,0.001464,0.988692,0.52145,0.011307,-0.339441,,,,,,,,-0.043611,-0.176824,0.310599,0.932931,-0.042036,-0.032963,-0.24665,-0.006915,0.957771,-0.003208,0.28743,-0.532662,-0.015549,-0.150858,0.535967,0.334338,-0.091142,0.769838,0.473693,0.821279,-0.192086,0.557228,0.187126,-0.139455,0.79689,0.249582,0.899097,-0.572779,-0.144875,0.372009,0.108531,0.910407,0.205711,0.325245,-0.25109,0.045406,0.359323,0.017749,0.931939,0.599144,0.310242,-0.489038,0.100508,-0.415213,-0.214332,0.878384,-0.112627,0.099308,-0.507216,0.159302,0.05744,0.070823,0.983009,0.569905,0.112162,-0.703282
